epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,43.4125,1.55364,2.77562,0.56842,1.23048,1.34182,0.98436,1,0.995,0.62176,0.82002,0.83333,0.77553,0.25453,1.3111,3.05884,0.16936,0.79813,1.11707,0.000442558,0.000442558,0.000442558
25,45.0976,1.21251,2.71555,0.41273,0.97998,1.1169,0.98782,1,0.995,0.73197,0.98094,0.83333,0.83715,0.30145,1.07325,3.01878,0.19198,0.68051,0.97407,0.00044006,0.00044006,0.00044006
26,46.601,1.07284,2.25969,0.44578,1.00644,1.08893,0.98782,1,0.995,0.73197,0.98094,0.83333,0.83715,0.30145,1.07325,3.01878,0.19198,0.68051,0.97407,0.000437563,0.000437563,0.000437563
27,48.2578,1.12664,2.49739,0.4111,0.98977,1.10768,0.91076,1,0.98269,0.56591,1,0.81965,0.84256,0.27998,1.28745,3.07724,0.15667,0.86469,1.06957,0.000435065,0.000435065,0.000435065
28,49.8146,1.06376,2.29616,0.36848,0.86727,1.05965,0.91727,1,0.98885,0.55355,0.76057,0.83333,0.71078,0.19995,1.56625,3.18084,0.18924,1.01016,1.17225,0.000432568,0.000432568,0.000432568
29,51.543,1.27153,2.31596,0.46398,1.1372,1.13923,0.91727,1,0.98885,0.55355,0.76057,0.83333,0.71078,0.19995,1.56625,3.18084,0.18924,1.01016,1.17225,0.00043007,0.00043007,0.00043007
30,53.1943,1.23366,2.17538,0.46395,1.12536,1.13762,0.9725,1,0.995,0.69323,0.84322,0.75,0.78039,0.27614,1.01713,3.03399,0.16782,0.77949,0.93809,0.000427572,0.000427572,0.000427572
31,54.6543,1.30332,2.42593,0.33039,0.99143,1.18829,0.9727,1,0.995,0.53654,0.90794,0.82278,0.76397,0.20149,1.63653,3.16189,0.14795,0.87682,1.1173,0.000425075,0.000425075,0.000425075
32,56.0843,1.29222,1.75085,0.48665,0.91868,1.09843,0.9727,1,0.995,0.53654,0.90794,0.82278,0.76397,0.20149,1.63653,3.16189,0.14795,0.87682,1.1173,0.000422577,0.000422577,0.000422577
33,57.7064,1.25238,2.19136,0.41584,0.84979,1.14308,0.89737,1,0.97577,0.72214,0.58682,0.82875,0.66814,0.29133,1.02788,2.99263,0.15045,0.7275,0.98104,0.00042008,0.00042008,0.00042008
34,59.2237,1.26951,2.75966,0.38053,0.89024,1.1351,0.89737,1,0.97577,0.72214,0.58682,0.82875,0.66814,0.29133,1.02788,2.99263,0.15045,0.7275,0.98104,0.000417582,0.000417582,0.000417582
35,60.7207,1.22215,2.08678,0.41796,0.8747,1.06011,0.90649,0.80946,0.9402,0.54721,0.82201,0.75,0.71303,0.2542,1.63031,3.20869,0.16506,0.81528,1.09346,0.000415085,0.000415085,0.000415085
36,62.2397,1.23554,1.86906,0.49647,0.87203,1.04654,0.99139,1,0.995,0.76959,0.77592,0.66667,0.6405,0.24213,0.8418,3.0497,0.14794,0.68214,0.91928,0.000412588,0.000412588,0.000412588
37,63.9498,1.05068,2.29478,0.43433,0.7693,1.0114,0.99139,1,0.995,0.76959,0.77592,0.66667,0.6405,0.24213,0.8418,3.0497,0.14794,0.68214,0.91928,0.00041009,0.00041009,0.00041009
38,65.7473,1.04148,2.07653,0.37919,0.8959,1.04858,0.99178,1,0.995,0.58044,0.92236,0.75,0.79016,0.29586,1.48801,3.01159,0.17836,0.86164,1.07284,0.000407592,0.000407592,0.000407592
39,67.4579,1.29919,2.393,0.53104,0.87364,1.0732,0.98985,1,0.995,0.84294,0.97025,0.75,0.75787,0.30759,0.72579,2.978,0.17786,0.6693,0.86712,0.000405095,0.000405095,0.000405095
40,69.2303,1.01399,2.242,0.40055,0.6915,0.98995,0.98985,1,0.995,0.84294,0.97025,0.75,0.75787,0.30759,0.72579,2.978,0.17786,0.6693,0.86712,0.000402597,0.000402597,0.000402597
41,70.8142,1.20231,2.25264,0.41246,0.83414,1.12097,0.98833,0.83333,0.97233,0.58241,0.8846,0.75,0.81179,0.27659,1.31785,2.96854,0.19638,0.84296,1.04069,0.0004001,0.0004001,0.0004001
42,72.7003,1.21701,2.48908,0.47071,0.86241,1.123,0.98833,0.83333,0.97233,0.58241,0.8846,0.75,0.81179,0.27659,1.31785,2.96854,0.19638,0.84296,1.04069,0.000397603,0.000397603,0.000397603
43,75.0608,1.14054,1.97598,0.52775,0.95497,1.07551,0.99002,1,0.995,0.77831,1,0.79995,0.86827,0.37082,0.90223,2.61576,0.15164,0.6807,0.88766,0.000395105,0.000395105,0.000395105
44,76.9251,1.0448,1.9865,0.41663,0.77068,1.04849,0.99294,1,0.995,0.54949,0.94044,0.83333,0.83818,0.39117,1.52943,2.67496,0.14273,0.87922,1.12264,0.000392608,0.000392608,0.000392608
45,78.7238,1.2608,2.27184,0.4297,0.83877,1.11258,0.99294,1,0.995,0.54949,0.94044,0.83333,0.83818,0.39117,1.52943,2.67496,0.14273,0.87922,1.12264,0.00039011,0.00039011,0.00039011
46,80.3113,1.00176,1.73592,0.39361,0.7545,1.02658,0.99307,1,0.995,0.69794,0.66205,0.66667,0.57899,0.18748,1.03899,3.26486,0.14715,0.63252,0.91484,0.000387613,0.000387613,0.000387613
47,81.9106,1.01573,1.77035,0.46701,0.78673,1.08235,0.99292,1,0.995,0.67785,0.74458,0.75,0.63394,0.2768,1.22186,3.05697,0.12573,0.65515,1.03161,0.000385115,0.000385115,0.000385115
48,83.8391,1.08981,1.80045,0.45637,0.90121,1.09573,0.99292,1,0.995,0.67785,0.74458,0.75,0.63394,0.2768,1.22186,3.05697,0.12573,0.65515,1.03161,0.000382617,0.000382617,0.000382617
49,85.4994,0.99856,2.25366,0.41526,0.70627,1.05671,0.98953,0.75,0.89246,0.56607,0.3297,0.25,0.14433,0.04558,1.3359,4.00975,0.29254,1.15194,1.06632,0.00038012,0.00038012,0.00038012
50,87.2521,0.94898,2.51639,0.49067,0.76236,1.05095,0.98953,0.75,0.89246,0.56607,0.3297,0.25,0.14433,0.04558,1.3359,4.00975,0.29254,1.15194,1.06632,0.000377623,0.000377623,0.000377623
51,89.219,1.06985,1.94289,0.52304,0.75813,1.07742,0.99277,0.91667,0.979,0.66413,0.90083,0.83333,0.8295,0.316,1.19326,2.92971,0.17131,0.73374,1.04972,0.000375125,0.000375125,0.000375125
52,90.9602,1.13974,1.85641,0.49111,0.93753,1.11622,1,0.97688,0.995,0.59535,0.88596,0.83333,0.81389,0.34678,1.39858,2.78439,0.1516,0.79739,1.04303,0.000372628,0.000372628,0.000372628
53,93.4383,1.17679,2.11569,0.4632,0.83191,1.08584,1,0.97688,0.995,0.59535,0.88596,0.83333,0.81389,0.34678,1.39858,2.78439,0.1516,0.79739,1.04303,0.00037013,0.00037013,0.00037013
54,95.8417,0.97069,2.22439,0.33163,0.64353,0.95957,0.98726,1,0.995,0.74009,0.78124,0.66667,0.69549,0.27098,0.9305,3.48747,0.12537,0.59847,0.90444,0.000367632,0.000367632,0.000367632
55,97.5199,1.23053,2.24061,0.42054,0.78483,1.11461,0.99335,1,0.995,0.64732,0.74848,0.75,0.72895,0.40697,1.23233,3.24876,0.11826,0.58086,1.01241,0.000365135,0.000365135,0.000365135
56,99.2434,1.07749,1.70424,0.42369,0.70665,1.04198,0.99335,1,0.995,0.64732,0.74848,0.75,0.72895,0.40697,1.23233,3.24876,0.11826,0.58086,1.01241,0.000362638,0.000362638,0.000362638
57,100.836,1.05536,1.95466,0.52207,0.71214,1.03606,0.99353,1,0.995,0.70681,0.74423,0.58333,0.56406,0.22679,1.03828,3.45995,0.18238,0.58991,0.91385,0.00036014,0.00036014,0.00036014
58,102.402,1.10271,1.8262,0.46644,0.75791,1.07417,0.99353,1,0.995,0.70681,0.74423,0.58333,0.56406,0.22679,1.03828,3.45995,0.18238,0.58991,0.91385,0.000357643,0.000357643,0.000357643
59,103.993,1.09939,1.56187,0.4891,0.81364,1.042,0.99348,1,0.995,0.68517,0.92584,0.91667,0.91734,0.57578,1.27163,2.14034,0.17883,0.63345,0.99064,0.000355145,0.000355145,0.000355145
60,105.573,1.19098,1.80429,0.52799,0.8748,1.10331,0.99252,1,0.995,0.70771,0.67912,0.58333,0.61376,0.34331,1.0445,3.1619,0.16375,0.59436,0.93677,0.000352648,0.000352648,0.000352648
61,107.192,0.96044,1.59686,0.42612,0.64263,0.98715,0.99252,1,0.995,0.70771,0.67912,0.58333,0.61376,0.34331,1.0445,3.1619,0.16375,0.59436,0.93677,0.00035015,0.00035015,0.00035015
62,108.926,1.10199,1.57008,0.50005,0.73904,1.11159,0.99321,1,0.995,0.69333,0.82755,0.83333,0.72227,0.46413,1.05015,2.27918,0.17125,0.65692,0.92678,0.000347653,0.000347653,0.000347653
63,110.56,1.2201,1.38812,0.38687,0.70986,1.15596,0.985,1,0.995,0.69151,1,0.82383,0.83731,0.27074,1.13975,2.90602,0.22985,0.6915,0.95418,0.000345155,0.000345155,0.000345155
64,112.235,0.96552,1.66877,0.46882,0.62586,0.99622,0.985,1,0.995,0.69151,1,0.82383,0.83731,0.27074,1.13975,2.90602,0.22985,0.6915,0.95418,0.000342658,0.000342658,0.000342658
65,113.858,1.07996,1.62734,0.51012,0.67503,1.08137,0.98301,1,0.995,0.60494,0.81917,0.83333,0.78158,0.46999,1.27706,2.32327,0.18314,0.66294,0.96948,0.00034016,0.00034016,0.00034016
66,115.527,1.01876,1.34609,0.46657,0.74651,1.09917,0.98301,1,0.995,0.60494,0.81917,0.83333,0.78158,0.46999,1.27706,2.32327,0.18314,0.66294,0.96948,0.000337663,0.000337663,0.000337663
67,117.172,1.08466,0.91517,0.53572,0.75616,1.05494,0.99911,0.91667,0.98357,0.63825,0.65967,0.66667,0.53776,0.2916,1.05449,2.49565,0.23932,1.23133,0.9163,0.000335165,0.000335165,0.000335165
68,118.801,0.91951,1.34933,0.44284,0.67393,0.99724,0.85479,0.98219,0.9769,0.6446,0.97422,0.91667,0.92096,0.58506,1.24897,1.88243,0.29042,0.74232,0.98272,0.000332667,0.000332667,0.000332667
69,120.376,1.07877,1.17497,0.51611,0.82355,1.07816,0.85479,0.98219,0.9769,0.6446,0.97422,0.91667,0.92096,0.58506,1.24897,1.88243,0.29042,0.74232,0.98272,0.00033017,0.00033017,0.00033017
70,121.931,0.98886,1.03423,0.46762,0.67226,1.05035,1,0.99271,0.995,0.67584,0.91616,0.91108,0.92064,0.60181,1.02941,1.66999,0.27144,0.58648,0.92497,0.000327673,0.000327673,0.000327673
71,123.98,0.95415,0.9164,0.50551,0.71205,1.01886,0.99808,1,0.995,0.62729,0.91372,0.91667,0.89996,0.51781,1.21469,1.79924,0.25374,0.64322,0.9691,0.000325175,0.000325175,0.000325175
72,125.699,1.08051,0.92098,0.44078,0.73289,1.09245,0.99808,1,0.995,0.62729,0.91372,0.91667,0.89996,0.51781,1.21469,1.79924,0.25374,0.64322,0.9691,0.000322678,0.000322678,0.000322678
73,127.468,1.03386,1.07549,0.50882,0.7453,1.01783,0.99173,1,0.995,0.7213,0.90762,0.91667,0.88742,0.59495,1.16122,1.73114,0.23225,0.62138,0.95265,0.00032018,0.00032018,0.00032018
74,129.109,1.06876,1.13732,0.51918,0.72658,1.09827,0.99173,1,0.995,0.7213,0.90762,0.91667,0.88742,0.59495,1.16122,1.73114,0.23225,0.62138,0.95265,0.000317682,0.000317682,0.000317682
75,130.701,1.12982,1.44061,0.48343,0.87824,1.10163,0.98866,1,0.995,0.67784,0.78294,0.90266,0.77575,0.49173,1.07152,1.591,0.23687,0.63855,0.91405,0.000315185,0.000315185,0.000315185
76,132.431,0.91255,0.88224,0.48309,0.70459,1.03435,1,0.9899,0.995,0.62125,0.83283,0.83055,0.74925,0.51891,1.49267,2.08327,0.21817,0.77287,1.09717,0.000312688,0.000312688,0.000312688
77,134.212,0.99782,1.19409,0.40951,0.62253,0.99803,1,0.9899,0.995,0.62125,0.83283,0.83055,0.74925,0.51891,1.49267,2.08327,0.21817,0.77287,1.09717,0.00031019,0.00031019,0.00031019
78,136.687,0.87843,0.80336,0.43759,0.65942,1.02878,0.99436,1,0.995,0.70024,0.91124,0.91667,0.90875,0.67713,1.09381,1.52669,0.22476,0.64282,0.92258,0.000307692,0.000307692,0.000307692
79,138.528,0.90523,0.78855,0.44519,0.67759,1.03255,0.99476,1,0.995,0.69427,0.91175,0.91667,0.89912,0.63744,1.17164,1.61343,0.21906,0.59432,0.95222,0.000305195,0.000305195,0.000305195
80,140.329,0.99619,0.91385,0.48412,0.67904,1.04259,0.99476,1,0.995,0.69427,0.91175,0.91667,0.89912,0.63744,1.17164,1.61343,0.21906,0.59432,0.95222,0.000302697,0.000302697,0.000302697
81,142.017,0.9118,0.82967,0.40229,0.63267,0.97931,0.99604,1,0.995,0.62094,0.91271,0.91667,0.90171,0.54603,1.20852,1.64304,0.2254,0.6273,0.96298,0.0003002,0.0003002,0.0003002
82,143.787,1.05544,0.94985,0.39324,0.70274,1.05071,0.99604,1,0.995,0.62094,0.91271,0.91667,0.90171,0.54603,1.20852,1.64304,0.2254,0.6273,0.96298,0.000297703,0.000297703,0.000297703
83,145.898,1.0048,0.73276,0.45961,0.6759,1.01714,0.99572,1,0.995,0.70265,0.91144,0.91667,0.88634,0.66309,1.13593,1.42016,0.2106,0.57715,0.97295,0.000295205,0.000295205,0.000295205
84,147.829,1.00039,0.60935,0.58358,0.68967,1.06693,0.99538,1,0.995,0.64283,0.91195,0.91667,0.91475,0.57712,1.27552,1.77481,0.19524,0.60864,0.98158,0.000292708,0.000292708,0.000292708
85,149.503,0.9661,1.01661,0.36458,0.61872,0.98491,0.99538,1,0.995,0.64283,0.91195,0.91667,0.91475,0.57712,1.27552,1.77481,0.19524,0.60864,0.98158,0.00029021,0.00029021,0.00029021
86,151.413,1.1104,0.80046,0.38515,0.68239,1.06045,0.99369,1,0.995,0.76404,0.82783,0.83333,0.7955,0.68202,0.89212,1.52575,0.19426,0.5895,0.89074,0.000287712,0.000287712,0.000287712
87,153.103,0.95848,0.62394,0.46343,0.61551,0.98994,0.99852,1,0.995,0.64467,0.99748,0.91667,0.9191,0.69674,1.331,1.53007,0.21331,0.6843,0.99294,0.000285215,0.000285215,0.000285215
88,154.947,0.95911,0.62034,0.47397,0.64282,1.02866,0.99852,1,0.995,0.64467,0.99748,0.91667,0.9191,0.69674,1.331,1.53007,0.21331,0.6843,0.99294,0.000282717,0.000282717,0.000282717
89,156.897,0.89862,0.75834,0.44511,0.63562,1.01717,0.99568,1,0.995,0.72945,0.90849,0.91667,0.90568,0.70052,1.10299,1.32759,0.21451,0.59104,0.91624,0.00028022,0.00028022,0.00028022
90,158.621,0.93386,0.75685,0.47064,0.66569,1.01437,0.99568,1,0.995,0.72945,0.90849,0.91667,0.90568,0.70052,1.10299,1.32759,0.21451,0.59104,0.91624,0.000277723,0.000277723,0.000277723
91,160.275,0.97763,0.71446,0.44071,0.65775,1.06816,0.99292,1,0.995,0.59098,0.82639,0.83333,0.80809,0.61164,1.35225,1.5906,0.19631,0.60265,1.02275,0.000275225,0.000275225,0.000275225
92,162.045,0.89583,0.68242,0.38165,0.61369,0.96839,0.99475,1,0.995,0.66156,0.9145,0.91667,0.92179,0.65861,1.18654,1.57152,0.20816,0.58575,0.94204,0.000272727,0.000272727,0.000272727
93,163.907,0.91368,0.65911,0.42519,0.60444,0.99023,0.99475,1,0.995,0.66156,0.9145,0.91667,0.92179,0.65861,1.18654,1.57152,0.20816,0.58575,0.94204,0.00027023,0.00027023,0.00027023
94,165.629,0.80044,0.70352,0.34195,0.53852,0.9187,0.99425,1,0.995,0.62924,0.91129,0.91667,0.8922,0.75346,1.31169,1.20704,0.20911,0.62492,0.97598,0.000267732,0.000267732,0.000267732
95,167.58,0.9615,0.75672,0.43442,0.59744,1.01619,0.99386,1,0.995,0.76501,0.91104,0.91667,0.90573,0.76444,0.93329,1.29456,0.1898,0.55925,0.8964,0.000265235,0.000265235,0.000265235
96,169.868,0.9079,0.45867,0.45827,0.62235,1.0297,0.99386,1,0.995,0.76501,0.91104,0.91667,0.90573,0.76444,0.93329,1.29456,0.1898,0.55925,0.8964,0.000262738,0.000262738,0.000262738
97,171.673,0.94304,0.46636,0.44646,0.62332,0.96976,0.9953,1,0.995,0.5955,0.91213,0.91667,0.91053,0.76969,1.31516,1.22384,0.20377,0.63313,0.99373,0.00026024,0.00026024,0.00026024
98,173.71,0.95314,0.53221,0.46904,0.62876,1.02721,0.9953,1,0.995,0.5955,0.91213,0.91667,0.91053,0.76969,1.31516,1.22384,0.20377,0.63313,0.99373,0.000257742,0.000257742,0.000257742
99,175.52,0.88436,0.63023,0.50992,0.65146,1.01132,0.99553,1,0.995,0.76579,0.91217,0.91667,0.87346,0.74027,0.99895,1.22608,0.19443,0.51807,0.87693,0.000255245,0.000255245,0.000255245
100,177.33,0.97501,0.44681,0.42688,0.60351,0.9836,0.9945,1,0.995,0.75901,0.91163,0.91667,0.85315,0.76,1.02025,1.18996,0.18882,0.54456,0.88427,0.000252748,0.000252748,0.000252748
101,179.092,0.96501,0.73151,0.40307,0.61277,1.00757,0.9945,1,0.995,0.75901,0.91163,0.91667,0.85315,0.76,1.02025,1.18996,0.18882,0.54456,0.88427,0.00025025,0.00025025,0.00025025
102,180.82,1.00392,0.60712,0.42615,0.59246,1.02183,0.98189,1,0.995,0.70001,0.89969,0.91667,0.84865,0.70419,1.17901,1.36718,0.17828,0.58309,0.9226,0.000247753,0.000247753,0.000247753
103,182.488,0.8893,0.73253,0.42522,0.56128,0.98737,0.99489,1,0.995,0.7316,0.91175,0.91667,0.85243,0.73244,1.04756,1.21594,0.18737,0.53702,0.89564,0.000245255,0.000245255,0.000245255
104,184.427,0.93194,0.50131,0.48895,0.59425,1.00294,0.99489,1,0.995,0.7316,0.91175,0.91667,0.85243,0.73244,1.04756,1.21594,0.18737,0.53702,0.89564,0.000242758,0.000242758,0.000242758
105,186.244,0.96271,0.40119,0.44651,0.60879,1.01767,0.99527,1,0.995,0.63256,0.91223,0.91667,0.90297,0.74931,1.35214,1.22947,0.19391,0.55042,0.99055,0.00024026,0.00024026,0.00024026
106,187.994,0.92115,0.42057,0.50323,0.55401,1.01061,0.99527,1,0.995,0.63256,0.91223,0.91667,0.90297,0.74931,1.35214,1.22947,0.19391,0.55042,0.99055,0.000237762,0.000237762,0.000237762
107,189.778,0.88926,0.44931,0.38809,0.68845,1.0133,0.9952,1,0.995,0.67597,0.91217,0.91667,0.90753,0.78879,1.18972,1.16245,0.19906,0.57537,0.94436,0.000235265,0.000235265,0.000235265
108,191.422,0.97016,0.37992,0.45375,0.57556,1.02811,0.9949,1,0.995,0.67403,0.91189,0.91667,0.90782,0.77622,1.19073,1.13717,0.18138,0.58319,0.94315,0.000232767,0.000232767,0.000232767
109,193.129,1.0133,0.44436,0.435,0.61915,1.01294,0.9949,1,0.995,0.67403,0.91189,0.91667,0.90782,0.77622,1.19073,1.13717,0.18138,0.58319,0.94315,0.00023027,0.00023027,0.00023027
110,195.255,0.84647,0.44203,0.35391,0.51715,0.93602,0.99523,1,0.995,0.73264,0.9122,0.91667,0.88932,0.75745,1.04597,1.19557,0.18852,0.52598,0.90586,0.000227772,0.000227772,0.000227772
111,197.032,0.84633,0.42405,0.41078,0.509,0.93293,0.99506,1,0.995,0.64759,0.91214,0.91667,0.90386,0.77136,1.167,1.08143,0.19103,0.51082,0.94324,0.000225275,0.000225275,0.000225275
112,198.952,0.97198,0.45269,0.51221,0.63851,1.05648,0.99506,1,0.995,0.64759,0.91214,0.91667,0.90386,0.77136,1.167,1.08143,0.19103,0.51082,0.94324,0.000222777,0.000222777,0.000222777
113,200.806,0.87369,0.43094,0.43935,0.59414,0.96946,0.99588,1,0.995,0.63641,0.91271,0.91667,0.86222,0.75138,1.22488,1.12423,0.17845,0.53317,0.96745,0.00022028,0.00022028,0.00022028
114,202.392,0.8193,0.45846,0.65587,0.58578,1.01508,0.99588,1,0.995,0.63641,0.91271,0.91667,0.86222,0.75138,1.22488,1.12423,0.17845,0.53317,0.96745,0.000217783,0.000217783,0.000217783
115,204.047,0.90327,0.44101,0.53527,0.58415,1.043,0.99543,1,0.995,0.73796,0.91238,0.91667,0.88521,0.77701,0.98162,1.07648,0.1783,0.49192,0.90136,0.000215285,0.000215285,0.000215285
116,205.673,0.97551,0.33249,0.49752,0.60083,1.04448,0.99521,1,0.995,0.62434,0.91228,0.91667,0.91722,0.79924,1.3342,1.10967,0.18253,0.5598,1.02473,0.000212788,0.000212788,0.000212788
117,207.272,0.94988,0.38763,0.39682,0.59407,0.98293,0.99521,1,0.995,0.62434,0.91228,0.91667,0.91722,0.79924,1.3342,1.10967,0.18253,0.5598,1.02473,0.00021029,0.00021029,0.00021029
118,208.94,0.81982,0.21826,0.41405,0.64098,0.9902,0.99512,1,0.995,0.68972,0.91209,0.91667,0.91368,0.76225,1.02263,1.11442,0.18097,0.4615,0.906,0.000207793,0.000207793,0.000207793
119,210.65,0.94099,0.48274,0.56422,0.63652,1.04952,0.99484,1,0.995,0.63342,0.91183,0.91667,0.91334,0.79043,1.2606,1.12115,0.18604,0.53813,0.9898,0.000205295,0.000205295,0.000205295
120,212.486,0.88943,0.48406,0.4472,0.66042,1.01629,0.99484,1,0.995,0.63342,0.91183,0.91667,0.91334,0.79043,1.2606,1.12115,0.18604,0.53813,0.9898,0.000202798,0.000202798,0.000202798
121,214.448,0.84421,0.35672,0.3656,0.54796,0.99063,0.99385,1,0.995,0.71539,0.91089,0.91667,0.86928,0.73377,1.07063,1.13518,0.17821,0.54247,0.93042,0.0002003,0.0002003,0.0002003
122,216.32,0.82508,0.62521,0.37878,0.58391,1.03865,0.99385,1,0.995,0.71539,0.91089,0.91667,0.86928,0.73377,1.07063,1.13518,0.17821,0.54247,0.93042,0.000197803,0.000197803,0.000197803
