epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,218.178,0.91846,0.38512,0.46573,0.59453,1.03141,0.99611,1,0.995,0.73714,0.9129,0.91667,0.86164,0.75123,1.08072,1.06731,0.18865,0.58488,0.91527,0.000195305,0.000195305,0.000195305
124,220.269,0.95397,0.44073,0.41393,0.6443,0.9699,0.99648,1,0.995,0.77267,0.91308,0.91667,0.8895,0.8203,0.97405,0.98029,0.18692,0.5132,0.8806,0.000192808,0.000192808,0.000192808
125,222.228,0.86017,0.44026,0.38659,0.48918,0.95179,0.99648,1,0.995,0.77267,0.91308,0.91667,0.8895,0.8203,0.97405,0.98029,0.18692,0.5132,0.8806,0.00019031,0.00019031,0.00019031
126,224.437,0.92497,0.44283,0.43241,0.64009,1.07029,0.99621,1,0.995,0.6781,0.91286,0.91667,0.91242,0.83791,1.28149,0.99047,0.17676,0.51488,0.97592,0.000187812,0.000187812,0.000187812
127,226.724,0.9204,0.41506,0.45371,0.55023,0.96869,0.9953,1,0.995,0.67092,0.91226,0.91667,0.91965,0.82229,1.19909,1.09157,0.17695,0.52266,0.95991,0.000185315,0.000185315,0.000185315
128,229.538,1.09091,0.51442,0.45025,0.6366,1.13164,0.9953,1,0.995,0.67092,0.91226,0.91667,0.91965,0.82229,1.19909,1.09157,0.17695,0.52266,0.95991,0.000182818,0.000182818,0.000182818
129,232.558,1.05226,0.54422,0.49392,0.67204,1.05272,0.9952,1,0.995,0.66065,0.91216,0.91667,0.91334,0.82918,1.31254,0.99763,0.18034,0.57504,0.98933,0.00018032,0.00018032,0.00018032
130,236.582,0.96744,0.45776,0.34192,0.60313,0.98651,0.9952,1,0.995,0.66065,0.91216,0.91667,0.91334,0.82918,1.31254,0.99763,0.18034,0.57504,0.98933,0.000177822,0.000177822,0.000177822
131,241.399,0.91736,0.58327,0.38965,0.69371,0.99873,0.99476,1,0.995,0.69186,0.91173,0.91667,0.89902,0.78604,1.13943,1.06856,0.16754,0.53955,0.93954,0.000175325,0.000175325,0.000175325
132,243.86,0.88582,0.29123,0.426,0.6147,1.00106,0.99582,1,0.995,0.71091,0.91263,0.91667,0.91215,0.77673,1.15586,1.163,0.15756,0.54957,0.9486,0.000172827,0.000172827,0.000172827
133,246.054,0.87004,0.35316,0.48484,0.56933,0.9921,0.99582,1,0.995,0.71091,0.91263,0.91667,0.91215,0.77673,1.15586,1.163,0.15756,0.54957,0.9486,0.00017033,0.00017033,0.00017033
134,248.193,0.82764,0.45244,0.35385,0.5399,0.94927,0.99562,1,0.995,0.69464,0.91244,0.91667,0.91242,0.76054,1.15251,1.1093,0.16456,0.52804,0.95194,0.000167833,0.000167833,0.000167833
135,250.2,0.79711,0.39173,0.47194,0.55641,0.95718,0.99466,1,0.995,0.71767,0.91166,0.91667,0.91302,0.87917,1.01394,1.01261,0.17151,0.48091,0.89869,0.000165335,0.000165335,0.000165335
136,252.275,0.84548,0.31961,0.39667,0.57125,0.97243,0.99466,1,0.995,0.71767,0.91166,0.91667,0.91302,0.87917,1.01394,1.01261,0.17151,0.48091,0.89869,0.000162837,0.000162837,0.000162837
137,254.423,0.87271,0.39164,0.4408,0.5552,1.01226,0.99491,1,0.995,0.73402,0.91178,0.91667,0.91481,0.81471,0.99485,1.11905,0.16253,0.45575,0.89475,0.00016034,0.00016034,0.00016034
138,256.868,0.93499,0.46233,0.40589,0.61191,0.97052,0.99491,1,0.995,0.73402,0.91178,0.91667,0.91481,0.81471,0.99485,1.11905,0.16253,0.45575,0.89475,0.000157842,0.000157842,0.000157842
139,258.794,0.95515,0.37335,0.39229,0.59716,1.021,0.9951,1,0.995,0.70145,0.91207,0.91667,0.91616,0.8517,1.14446,1.04013,0.17298,0.51439,0.93683,0.000155345,0.000155345,0.000155345
140,260.781,0.83761,0.36994,0.46885,0.53783,1.00192,0.99536,1,0.995,0.78214,0.91221,0.91667,0.90814,0.80588,1.02159,1.16351,0.16311,0.50423,0.90308,0.000152848,0.000152848,0.000152848
141,263.475,0.77439,0.47596,0.45935,0.5333,0.96113,0.99536,1,0.995,0.78214,0.91221,0.91667,0.90814,0.80588,1.02159,1.16351,0.16311,0.50423,0.90308,0.00015035,0.00015035,0.00015035
142,265.701,0.85414,0.58074,0.40564,0.51588,0.96955,0.9953,1,0.995,0.72945,0.91226,0.91667,0.90635,0.8284,1.10002,1.06313,0.16561,0.51438,0.9174,0.000147853,0.000147853,0.000147853
143,267.666,0.79248,0.5557,0.49994,0.53115,0.90989,0.99555,1,0.995,0.72917,0.91239,0.91667,0.92052,0.84497,1.0878,0.99091,0.17045,0.51205,0.92084,0.000145355,0.000145355,0.000145355
144,269.682,0.84694,0.32548,0.31927,0.52711,0.95535,0.99555,1,0.995,0.72917,0.91239,0.91667,0.92052,0.84497,1.0878,0.99091,0.17045,0.51205,0.92084,0.000142858,0.000142858,0.000142858
145,271.572,0.88522,0.3253,0.44894,0.57689,0.98771,0.9954,1,0.995,0.682,0.91235,0.91667,0.88265,0.85702,1.27807,0.94933,0.17139,0.55213,0.98509,0.00014036,0.00014036,0.00014036
146,273.481,0.85545,0.45359,0.52777,0.59001,1.00389,0.9954,1,0.995,0.682,0.91235,0.91667,0.88265,0.85702,1.27807,0.94933,0.17139,0.55213,0.98509,0.000137862,0.000137862,0.000137862
147,275.413,0.88395,0.36811,0.33998,0.55006,0.96297,0.99465,1,0.995,0.6455,0.91176,0.91667,0.89614,0.81869,1.26685,1.01439,0.16245,0.56561,0.97415,0.000135365,0.000135365,0.000135365
148,277.306,0.88937,0.49994,0.43227,0.60337,1.03513,0.99504,1,0.995,0.68626,0.91201,0.91667,0.90026,0.81543,1.20787,1.10054,0.14824,0.5566,0.95329,0.000132868,0.000132868,0.000132868
149,279.23,0.86592,0.318,0.47096,0.57689,1.01523,0.99504,1,0.995,0.68626,0.91201,0.91667,0.90026,0.81543,1.20787,1.10054,0.14824,0.5566,0.95329,0.00013037,0.00013037,0.00013037
150,281.134,0.76255,0.28136,0.42865,0.48701,0.98004,0.99484,1,0.995,0.72051,0.91184,0.91667,0.9098,0.85161,1.11209,1.0011,0.14413,0.51911,0.94167,0.000127872,0.000127872,0.000127872
151,283.092,0.95247,0.30021,0.4582,0.59781,1.00905,0.99512,1,0.995,0.68729,0.9121,0.91667,0.9085,0.8709,1.2263,0.99697,0.15244,0.5837,0.97984,0.000125375,0.000125375,0.000125375
152,284.938,1.03875,0.51959,0.49819,0.67013,1.05991,0.99512,1,0.995,0.68729,0.9121,0.91667,0.9085,0.8709,1.2263,0.99697,0.15244,0.5837,0.97984,0.000122878,0.000122878,0.000122878
153,286.662,0.76397,0.35103,0.33147,0.48374,0.91943,0.99469,1,0.995,0.69124,0.9118,0.91667,0.91116,0.87114,1.18346,0.97645,0.15942,0.53844,0.96554,0.00012038,0.00012038,0.00012038
154,288.53,0.85446,0.28158,0.58701,0.60342,1.01531,0.99469,1,0.995,0.69124,0.9118,0.91667,0.91116,0.87114,1.18346,0.97645,0.15942,0.53844,0.96554,0.000117882,0.000117882,0.000117882
155,290.285,0.80717,0.29568,0.53397,0.54594,0.98832,0.99479,1,0.995,0.67997,0.91179,0.91667,0.90947,0.83119,1.1179,0.9753,0.14938,0.53591,0.94217,0.000115385,0.000115385,0.000115385
156,292.051,0.84436,0.22297,0.4357,0.51678,1.01148,0.99481,1,0.995,0.68051,0.9118,0.91667,0.90997,0.86702,1.17271,0.94888,0.15415,0.56364,0.95559,0.000112887,0.000112887,0.000112887
157,293.798,0.89699,0.33677,0.41417,0.5211,0.94676,0.99481,1,0.995,0.68051,0.9118,0.91667,0.90997,0.86702,1.17271,0.94888,0.15415,0.56364,0.95559,0.00011039,0.00011039,0.00011039
158,295.591,0.91355,0.40161,0.43281,0.66093,1.03305,0.99473,1,0.995,0.66608,0.91172,0.91667,0.90386,0.84787,1.17668,0.95356,0.15073,0.52972,0.95731,0.000107892,0.000107892,0.000107892
159,297.45,0.8229,0.24005,0.49328,0.47717,0.92121,0.99533,1,0.995,0.65677,0.91216,0.91667,0.90473,0.84898,1.23989,0.94486,0.15107,0.53409,0.97955,0.000105395,0.000105395,0.000105395
160,299.256,1.04065,0.4482,0.47446,0.62662,1.05558,0.99533,1,0.995,0.65677,0.91216,0.91667,0.90473,0.84898,1.23989,0.94486,0.15107,0.53409,0.97955,0.000102897,0.000102897,0.000102897
161,301.006,0.76481,0.31057,0.37666,0.50324,0.92638,0.99505,1,0.995,0.67542,0.91202,0.91667,0.9005,0.84502,1.11503,0.9272,0.14502,0.50781,0.93746,0.0001004,0.0001004,0.0001004
162,302.988,0.81488,0.34113,0.43837,0.56481,0.98247,0.99505,1,0.995,0.67542,0.91202,0.91667,0.9005,0.84502,1.11503,0.9272,0.14502,0.50781,0.93746,9.79025e-05,9.79025e-05,9.79025e-05
163,304.872,0.7967,0.43885,0.31726,0.46223,0.97265,0.99533,1,0.995,0.69403,0.91228,0.91667,0.90367,0.87237,1.12364,0.92858,0.14896,0.51594,0.93645,9.5405e-05,9.5405e-05,9.5405e-05
164,306.618,0.84129,0.27679,0.43511,0.52431,1.00018,0.99505,1,0.995,0.68839,0.91203,0.91667,0.90605,0.85025,1.13235,0.94315,0.14866,0.50844,0.94423,9.29075e-05,9.29075e-05,9.29075e-05
165,308.486,0.80368,0.19978,0.35355,0.50056,0.93764,0.99505,1,0.995,0.68839,0.91203,0.91667,0.90605,0.85025,1.13235,0.94315,0.14866,0.50844,0.94423,9.041e-05,9.041e-05,9.041e-05
166,310.476,0.84729,0.2709,0.40388,0.49771,0.98435,0.99532,1,0.995,0.67343,0.91216,0.91667,0.91094,0.87179,1.14807,0.92873,0.14896,0.51506,0.94062,8.79125e-05,8.79125e-05,8.79125e-05
167,312.565,0.77308,0.44909,0.37673,0.47706,0.89308,0.99518,1,0.995,0.67241,0.91204,0.91667,0.90548,0.87129,1.18698,0.90978,0.14958,0.5117,0.95497,8.5415e-05,8.5415e-05,8.5415e-05
168,318.186,0.78572,0.41542,0.39973,0.53208,0.93511,0.99518,1,0.995,0.67241,0.91204,0.91667,0.90548,0.87129,1.18698,0.90978,0.14958,0.5117,0.95497,8.29175e-05,8.29175e-05,8.29175e-05
169,322.183,0.89085,0.23455,0.53144,0.60812,1.0716,0.99508,1,0.995,0.69429,0.91205,0.91667,0.91053,0.87603,1.1161,0.91352,0.13957,0.47407,0.94132,8.042e-05,8.042e-05,8.042e-05
170,324.63,0.87519,0.29711,0.44306,0.53898,0.99743,0.99508,1,0.995,0.69429,0.91205,0.91667,0.91053,0.87603,1.1161,0.91352,0.13957,0.47407,0.94132,7.79225e-05,7.79225e-05,7.79225e-05
171,327.427,0.77216,0.27417,0.40541,0.51379,0.9577,0.99534,1,0.995,0.69311,0.91229,0.91667,0.91334,0.89074,1.16094,0.8995,0.1423,0.47934,0.95366,7.5425e-05,7.5425e-05,7.5425e-05
172,331.621,0.8051,0.24116,0.38108,0.49255,0.92665,0.995,1,0.995,0.71353,0.91198,0.91667,0.91271,0.88435,1.04748,0.89351,0.14361,0.46145,0.91615,7.29275e-05,7.29275e-05,7.29275e-05
173,334.603,0.79386,0.25236,0.40053,0.58023,1.00396,0.995,1,0.995,0.71353,0.91198,0.91667,0.91271,0.88435,1.04748,0.89351,0.14361,0.46145,0.91615,7.043e-05,7.043e-05,7.043e-05
174,336.96,0.84904,0.32379,0.41653,0.56749,0.99567,0.99459,1,0.995,0.68609,0.9116,0.91667,0.91271,0.89181,1.08265,0.87996,0.14156,0.46541,0.92626,6.79325e-05,6.79325e-05,6.79325e-05
175,339.529,0.81471,0.29275,0.35891,0.48396,0.93311,0.99457,1,0.995,0.72556,0.91158,0.91667,0.91215,0.89494,1.0522,0.89024,0.13947,0.45198,0.92002,6.5435e-05,6.5435e-05,6.5435e-05
176,341.957,0.82759,0.27392,0.36046,0.50613,1.00154,0.99457,1,0.995,0.72556,0.91158,0.91667,0.91215,0.89494,1.0522,0.89024,0.13947,0.45198,0.92002,6.29375e-05,6.29375e-05,6.29375e-05
177,344.384,0.86605,0.41428,0.41935,0.5263,1.05282,0.99453,1,0.995,0.73303,0.91155,0.91667,0.91188,0.89464,1.09567,0.8766,0.14225,0.45675,0.92857,6.044e-05,6.044e-05,6.044e-05
178,346.583,0.72032,0.34218,0.40982,0.46201,0.92409,0.99453,1,0.995,0.73303,0.91155,0.91667,0.91188,0.89464,1.09567,0.8766,0.14225,0.45675,0.92857,5.79425e-05,5.79425e-05,5.79425e-05
179,349.183,0.83606,0.34522,0.46598,0.59642,0.95583,0.99447,1,0.995,0.74894,0.91159,0.91667,0.91271,0.89558,1.01407,0.88999,0.14087,0.43339,0.90808,5.5445e-05,5.5445e-05,5.5445e-05
180,351.874,0.78653,0.21326,0.46729,0.51921,0.92328,0.99435,1,0.995,0.71575,0.91149,0.91667,0.91188,0.88417,1.02927,0.88387,0.14292,0.44013,0.91084,5.29475e-05,5.29475e-05,5.29475e-05
181,354.724,0.86975,0.2678,0.39506,0.53797,1.01835,0.99435,1,0.995,0.71575,0.91149,0.91667,0.91188,0.88417,1.02927,0.88387,0.14292,0.44013,0.91084,5.045e-05,5.045e-05,5.045e-05
182,357.395,0.83644,0.25138,0.36549,0.48513,0.93654,0.99428,1,0.995,0.68854,0.91142,0.91667,0.91094,0.88415,1.08145,0.88464,0.14112,0.46461,0.92512,4.79525e-05,4.79525e-05,4.79525e-05
183,359.953,0.77394,0.30359,0.48461,0.50043,0.95172,0.99422,1,0.995,0.69063,0.91137,0.91667,0.91116,0.88568,1.05492,0.85446,0.14221,0.45898,0.91513,4.5455e-05,4.5455e-05,4.5455e-05
184,362.409,0.77125,0.34136,0.39067,0.50228,0.93077,0.99422,1,0.995,0.69063,0.91137,0.91667,0.91116,0.88568,1.05492,0.85446,0.14221,0.45898,0.91513,4.29575e-05,4.29575e-05,4.29575e-05
185,364.504,0.66302,0.15102,0.32807,0.38333,0.88044,0.99408,1,0.995,0.70965,0.91124,0.91667,0.91073,0.88517,1.04827,0.85643,0.14044,0.45457,0.91254,4.046e-05,4.046e-05,4.046e-05
186,366.841,0.83604,0.22258,0.46823,0.50569,0.94711,0.99408,1,0.995,0.70965,0.91124,0.91667,0.91073,0.88517,1.04827,0.85643,0.14044,0.45457,0.91254,3.79625e-05,3.79625e-05,3.79625e-05
187,368.94,0.80539,0.40735,0.38604,0.46973,0.9323,0.9943,1,0.995,0.71969,0.91133,0.91667,0.91053,0.90181,1.05601,0.86362,0.13926,0.45974,0.91372,3.5465e-05,3.5465e-05,3.5465e-05
188,370.976,0.90175,0.30182,0.41284,0.51469,1.00647,0.99441,1,0.995,0.71272,0.91143,0.91667,0.91094,0.90225,1.05783,0.86858,0.13987,0.45406,0.91356,3.29675e-05,3.29675e-05,3.29675e-05
189,373.09,0.85783,0.22756,0.51655,0.53207,0.97823,0.99441,1,0.995,0.71272,0.91143,0.91667,0.91094,0.90225,1.05783,0.86858,0.13987,0.45406,0.91356,3.047e-05,3.047e-05,3.047e-05
190,375.356,0.79372,0.34673,0.39984,0.45289,0.93098,0.99426,1,0.995,0.71215,0.91141,0.91667,0.91116,0.90249,1.08591,0.87317,0.13898,0.45974,0.92034,2.79725e-05,2.79725e-05,2.79725e-05
191,467.475,0.71902,0.15818,0.20786,0.39861,0.93426,0.99435,1,0.995,0.71275,0.91149,0.91667,0.91073,0.90203,1.08945,0.86471,0.13751,0.45262,0.9178,2.5475e-05,2.5475e-05,2.5475e-05
192,469.174,0.62432,0.17621,0.18209,0.37994,0.911,0.99435,1,0.995,0.71275,0.91149,0.91667,0.91073,0.90203,1.08945,0.86471,0.13751,0.45262,0.9178,2.29775e-05,2.29775e-05,2.29775e-05
193,470.968,0.81127,0.19994,0.21704,0.41163,0.91174,0.99458,1,0.995,0.71315,0.9117,0.91667,0.91015,0.9014,1.09072,0.86076,0.13693,0.45431,0.92083,2.048e-05,2.048e-05,2.048e-05
194,472.601,0.53189,0.1728,0.22375,0.34635,0.84534,0.99458,1,0.995,0.71315,0.9117,0.91667,0.91015,0.9014,1.09072,0.86076,0.13693,0.45431,0.92083,1.79825e-05,1.79825e-05,1.79825e-05
195,474.254,0.67311,0.13886,0.22179,0.38082,0.89244,0.99466,1,0.995,0.70892,0.91177,0.91667,0.90889,0.90005,1.08712,0.86923,0.13581,0.45076,0.92022,1.5485e-05,1.5485e-05,1.5485e-05
196,475.862,0.75444,0.1467,0.16903,0.41503,0.89106,0.9947,1,0.995,0.69701,0.91171,0.91667,0.90782,0.89891,1.08376,0.86947,0.13562,0.45758,0.92053,1.29875e-05,1.29875e-05,1.29875e-05
197,477.238,0.64225,0.12564,0.16883,0.37818,0.85053,0.9947,1,0.995,0.69701,0.91171,0.91667,0.90782,0.89891,1.08376,0.86947,0.13562,0.45758,0.92053,1.049e-05,1.049e-05,1.049e-05
198,478.7,0.6702,0.15001,0.22324,0.37006,0.85943,0.99457,1,0.995,0.70186,0.91169,0.91667,0.90793,0.89902,1.08028,0.86849,0.13568,0.45915,0.91977,7.9925e-06,7.9925e-06,7.9925e-06
199,480.125,0.75208,0.19798,0.17995,0.40516,0.87414,0.99463,1,0.995,0.70111,0.91175,0.91667,0.90734,0.89839,1.08466,0.86769,0.13542,0.4586,0.92083,5.495e-06,5.495e-06,5.495e-06
200,481.564,0.69418,0.16108,0.17729,0.38,0.88756,0.99463,1,0.995,0.70111,0.91175,0.91667,0.90734,0.89839,1.08466,0.86769,0.13542,0.4586,0.92083,2.9975e-06,2.9975e-06,2.9975e-06
