epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
116,477.3,0.97313,0.1389,0.35584,0.6007,1.04446,0.99428,1,0.995,0.60947,0.91142,0.91667,0.87987,0.86423,1.29715,0.80981,0.04139,0.52119,1.12266,0.000212788,0.000212788,0.000212788
117,481.016,0.94156,0.37391,0.27485,0.56247,1.05164,0.99428,1,0.995,0.60947,0.91142,0.91667,0.87987,0.86423,1.29715,0.80981,0.04139,0.52119,1.12266,0.00021029,0.00021029,0.00021029
118,484.506,0.90558,0.14244,0.33286,0.56138,1.05597,0.99469,1,0.995,0.67602,0.9118,0.91667,0.91568,0.91568,0.97186,0.82054,0.0368,0.51882,0.98999,0.000207793,0.000207793,0.000207793
119,489.549,0.99301,0.40101,0.39952,0.62422,1.10075,0.99438,1,0.995,0.61923,0.91141,0.91667,0.91034,0.91034,1.18592,0.84452,0.04024,0.5228,1.07535,0.000205295,0.000205295,0.000205295
120,493.445,0.9438,0.30259,0.33528,0.60209,1.0574,0.99438,1,0.995,0.61923,0.91141,0.91667,0.91034,0.91034,1.18592,0.84452,0.04024,0.5228,1.07535,0.000202798,0.000202798,0.000202798
121,497.568,0.82496,0.19608,0.23442,0.50687,1.02442,0.99494,1,0.995,0.68354,0.91191,0.91667,0.87105,0.86709,0.98712,0.7836,0.03722,0.46893,0.98489,0.0002003,0.0002003,0.0002003
122,501.598,0.91502,0.49286,0.21437,0.60673,1.11445,0.99494,1,0.995,0.68354,0.91191,0.91667,0.87105,0.86709,0.98712,0.7836,0.03722,0.46893,0.98489,0.000197803,0.000197803,0.000197803
123,505.161,0.92088,0.29996,0.29468,0.58287,1.04637,0.99438,1,0.995,0.68963,0.91152,0.91667,0.89664,0.87231,1.0923,0.86379,0.03852,0.50176,1.00206,0.000195305,0.000195305,0.000195305
124,508.941,0.93682,0.33053,0.33065,0.61825,1.03062,0.99364,1,0.995,0.69596,0.91054,0.91667,0.90196,0.90062,1.01754,0.78437,0.03429,0.46652,0.9807,0.000192808,0.000192808,0.000192808
125,513.182,0.83248,0.14735,0.2376,0.49184,0.98443,0.99364,1,0.995,0.69596,0.91054,0.91667,0.90196,0.90062,1.01754,0.78437,0.03429,0.46652,0.9807,0.00019031,0.00019031,0.00019031
126,517.329,0.95282,0.29741,0.34116,0.64156,1.09397,0.99556,1,0.995,0.70528,0.91238,0.91667,0.89516,0.88736,1.04079,0.84486,0.03755,0.47204,0.97564,0.000187812,0.000187812,0.000187812
127,522.453,0.9609,0.246,0.27887,0.55663,1.02427,0.995,1,0.995,0.61128,0.91199,0.91667,0.90573,0.88254,1.1576,0.9022,0.03212,0.54352,1.04806,0.000185315,0.000185315,0.000185315
128,527.561,1.04579,0.25597,0.34185,0.58522,1.17523,0.995,1,0.995,0.61128,0.91199,0.91667,0.90573,0.88254,1.1576,0.9022,0.03212,0.54352,1.04806,0.000182818,0.000182818,0.000182818
129,533.394,1.10008,0.2691,0.33461,0.63713,1.12898,0.99557,1,0.995,0.69219,0.91239,0.91667,0.86451,0.86451,1.15284,0.82214,0.03643,0.50046,1.02207,0.00018032,0.00018032,0.00018032
130,538.353,0.95749,0.19362,0.2324,0.54839,1.03272,0.99557,1,0.995,0.69219,0.91239,0.91667,0.86451,0.86451,1.15284,0.82214,0.03643,0.50046,1.02207,0.000177822,0.000177822,0.000177822
131,545.767,0.88339,0.39697,0.27232,0.68996,1.00988,0.99476,1,0.995,0.72978,0.91174,0.91667,0.87446,0.87446,0.99489,0.82261,0.03848,0.45646,0.95627,0.000175325,0.000175325,0.000175325
132,550.595,0.98526,0.1465,0.30413,0.65971,1.09958,0.99498,1,0.995,0.75505,0.91196,0.91667,0.875,0.86683,1.06383,0.75234,0.03579,0.45863,0.98102,0.000172827,0.000172827,0.000172827
133,554.366,0.88669,0.22012,0.35082,0.59962,1.00087,0.99498,1,0.995,0.75505,0.91196,0.91667,0.875,0.86683,1.06383,0.75234,0.03579,0.45863,0.98102,0.00017033,0.00017033,0.00017033
134,558.132,0.84739,0.28023,0.18428,0.52737,0.97133,0.99523,1,0.995,0.7172,0.9123,0.91667,0.89682,0.88657,1.10567,0.81739,0.03574,0.48693,1.00641,0.000167833,0.000167833,0.000167833
135,562.214,0.74888,0.11966,0.31078,0.51023,0.98684,0.99549,1,0.995,0.71654,0.91244,0.91667,0.91177,0.90481,1.13608,0.84452,0.03385,0.48175,1.02346,0.000165335,0.000165335,0.000165335
136,566.137,0.91151,0.19135,0.27439,0.56852,1.00612,0.99549,1,0.995,0.71654,0.91244,0.91667,0.91177,0.90481,1.13608,0.84452,0.03385,0.48175,1.02346,0.000162837,0.000162837,0.000162837
137,569.714,0.94543,0.20964,0.27682,0.56826,1.08296,0.99534,1,0.995,0.73922,0.9123,0.91667,0.91568,0.90866,0.93092,0.86321,0.03431,0.41811,0.92547,0.00016034,0.00016034,0.00016034
138,573.71,0.93934,0.17943,0.27963,0.58901,1.01529,0.99534,1,0.995,0.73922,0.9123,0.91667,0.91568,0.90866,0.93092,0.86321,0.03431,0.41811,0.92547,0.000157842,0.000157842,0.000157842
139,578.449,0.92711,0.15085,0.27738,0.57945,1.03599,0.99533,1,0.995,0.64019,0.91239,0.91667,0.91001,0.89585,1.25504,0.86999,0.03267,0.50981,1.0824,0.000155345,0.000155345,0.000155345
140,583.882,0.93939,0.20252,0.34446,0.52231,1.03568,0.99539,1,0.995,0.74941,0.91235,0.91667,0.8903,0.8903,0.9773,0.81012,0.03848,0.41747,0.94031,0.000152848,0.000152848,0.000152848
141,589.838,0.73601,0.22248,0.24558,0.5054,0.99539,0.99539,1,0.995,0.74941,0.91235,0.91667,0.8903,0.8903,0.9773,0.81012,0.03848,0.41747,0.94031,0.00015035,0.00015035,0.00015035
142,597.65,0.78134,0.20931,0.24522,0.53518,1.01497,0.99553,1,0.995,0.67497,0.91248,0.91667,0.89234,0.88507,1.21887,0.82616,0.03555,0.52061,1.04606,0.000147853,0.000147853,0.000147853
143,603.255,0.86099,0.26094,0.36695,0.57432,0.94851,0.99528,1,0.995,0.68879,0.91234,0.91667,0.8932,0.88565,1.09019,0.79459,0.03679,0.50297,0.98696,0.000145355,0.000145355,0.000145355
144,608.888,0.85839,0.14569,0.18564,0.512,0.99547,0.99528,1,0.995,0.68879,0.91234,0.91667,0.8932,0.88565,1.09019,0.79459,0.03679,0.50297,0.98696,0.000142858,0.000142858,0.000142858
145,614.179,0.85473,0.19664,0.28862,0.58181,1.02642,0.9955,1,0.995,0.65473,0.91245,0.91667,0.89234,0.88507,1.29255,0.77983,0.03747,0.53958,1.11447,0.00014036,0.00014036,0.00014036
146,621.237,0.85627,0.16433,0.31974,0.52303,1.07509,0.9955,1,0.995,0.65473,0.91245,0.91667,0.89234,0.88507,1.29255,0.77983,0.03747,0.53958,1.11447,0.000137862,0.000137862,0.000137862
147,626.618,0.94618,0.18623,0.19505,0.49989,1.01571,0.99546,1,0.995,0.6477,0.91241,0.91667,0.91397,0.90717,1.28308,0.78633,0.03558,0.52488,1.11754,0.000135365,0.000135365,0.000135365
148,631.755,0.89363,0.31669,0.31673,0.59305,1.06867,0.99488,1,0.995,0.71765,0.91197,0.91667,0.91001,0.90293,1.05532,0.74293,0.03358,0.48517,0.98742,0.000132868,0.000132868,0.000132868
149,635.995,0.92792,0.23346,0.32411,0.56331,1.0457,0.99488,1,0.995,0.71765,0.91197,0.91667,0.91001,0.90293,1.05532,0.74293,0.03358,0.48517,0.98742,0.00013037,0.00013037,0.00013037
150,639.388,0.76161,0.09966,0.27913,0.47915,1.03087,0.99549,1,0.995,0.68996,0.91244,0.91667,0.91483,0.91483,1.14918,0.74144,0.03115,0.51093,1.03305,0.000127872,0.000127872,0.000127872
151,642.664,0.97712,0.18167,0.3212,0.57393,1.04438,0.99481,1,0.995,0.67359,0.91191,0.91667,0.91568,0.90935,1.16608,0.76913,0.03189,0.50167,1.04547,0.000125375,0.000125375,0.000125375
152,646.121,0.89323,0.25533,0.31046,0.62666,1.01746,0.99481,1,0.995,0.67359,0.91191,0.91667,0.91568,0.90935,1.16608,0.76913,0.03189,0.50167,1.04547,0.000122878,0.000122878,0.000122878
153,649.97,0.72521,0.22754,0.19574,0.46297,0.95847,0.99494,1,0.995,0.70694,0.91203,0.91667,0.9051,0.9051,1.02021,0.76352,0.03184,0.50387,0.97491,0.00012038,0.00012038,0.00012038
154,654.846,0.84771,0.23809,0.32971,0.62293,1.03637,0.99494,1,0.995,0.70694,0.91203,0.91667,0.9051,0.9051,1.02021,0.76352,0.03184,0.50387,0.97491,0.000117882,0.000117882,0.000117882
155,658.463,0.8345,0.15747,0.3098,0.5606,1.02989,0.99527,1,0.995,0.71441,0.91223,0.91667,0.91244,0.91244,0.98887,0.74661,0.03243,0.4724,0.95929,0.000115385,0.000115385,0.000115385
156,661.771,0.78914,0.15876,0.29429,0.46752,1.01485,0.99534,1,0.995,0.73961,0.91239,0.91667,0.91545,0.91545,1.10222,0.75349,0.03207,0.5307,1.02134,0.000112887,0.000112887,0.000112887
157,665.331,0.92013,0.17512,0.26624,0.48204,0.97952,0.99534,1,0.995,0.73961,0.91239,0.91667,0.91545,0.91545,1.10222,0.75349,0.03207,0.5307,1.02134,0.00011039,0.00011039,0.00011039
158,669.261,0.91751,0.28387,0.24621,0.61687,1.0624,0.99507,1,0.995,0.73016,0.91215,0.91667,0.92212,0.92212,1.08911,0.73319,0.03304,0.49061,0.99884,0.000107892,0.000107892,0.000107892
159,672.922,0.83275,0.21584,0.31422,0.5004,0.97224,0.99545,1,0.995,0.71247,0.9124,0.91667,0.86343,0.86343,1.15368,0.74549,0.03412,0.47672,1.03609,0.000105395,0.000105395,0.000105395
160,676.414,1.06727,0.19062,0.25862,0.66812,1.12416,0.99545,1,0.995,0.71247,0.9124,0.91667,0.86343,0.86343,1.15368,0.74549,0.03412,0.47672,1.03609,0.000102897,0.000102897,0.000102897
161,681.796,0.77939,0.20825,0.21825,0.48395,0.94274,0.9953,1,0.995,0.75462,0.91236,0.91667,0.8701,0.8701,1.0512,0.76476,0.03148,0.42791,0.98054,0.0001004,0.0001004,0.0001004
162,685.509,0.80002,0.15257,0.23564,0.5263,1.01479,0.9953,1,0.995,0.75462,0.91236,0.91667,0.8701,0.8701,1.0512,0.76476,0.03148,0.42791,0.98054,9.79025e-05,9.79025e-05,9.79025e-05
163,690.527,0.78562,0.20319,0.16125,0.49439,1.00705,0.99531,1,0.995,0.74154,0.91237,0.91667,0.9097,0.90166,1.10842,0.7891,0.02886,0.43382,0.99529,9.5405e-05,9.5405e-05,9.5405e-05
164,693.994,0.84432,0.16662,0.23174,0.47965,1.04176,0.99507,1,0.995,0.74253,0.91205,0.91667,0.92584,0.9088,0.99098,0.77403,0.02966,0.40742,0.95387,9.29075e-05,9.29075e-05,9.29075e-05
165,697.416,0.83288,0.08754,0.1861,0.47489,0.97931,0.99507,1,0.995,0.74253,0.91205,0.91667,0.92584,0.9088,0.99098,0.77403,0.02966,0.40742,0.95387,9.041e-05,9.041e-05,9.041e-05
166,700.83,0.83342,0.14744,0.20951,0.47069,0.99364,0.99535,1,0.995,0.77076,0.91231,0.91667,0.91545,0.90911,1.03808,0.74231,0.02927,0.43589,0.97926,8.79125e-05,8.79125e-05,8.79125e-05
167,704.45,0.81312,0.24542,0.2395,0.47192,0.92566,0.99513,1,0.995,0.72876,0.9121,0.91667,0.91545,0.90911,1.12087,0.7474,0.03133,0.4461,1.01873,8.5415e-05,8.5415e-05,8.5415e-05
168,708.08,0.85452,0.13878,0.279,0.49247,0.97344,0.99513,1,0.995,0.72876,0.9121,0.91667,0.91545,0.90911,1.12087,0.7474,0.03133,0.4461,1.01873,8.29175e-05,8.29175e-05,8.29175e-05
169,711.537,0.87774,0.11762,0.38197,0.61162,1.06607,0.99506,1,0.995,0.73513,0.91214,0.91667,0.90129,0.90129,1.03397,0.74104,0.03316,0.46589,0.97678,8.042e-05,8.042e-05,8.042e-05
170,715.048,0.91367,0.18659,0.23732,0.55584,1.05052,0.99506,1,0.995,0.73513,0.91214,0.91667,0.90129,0.90129,1.03397,0.74104,0.03316,0.46589,0.97678,7.79225e-05,7.79225e-05,7.79225e-05
171,718.515,0.76271,0.17411,0.25481,0.51765,0.97257,0.99484,1,0.995,0.73068,0.91194,0.91667,0.90728,0.90728,1.07704,0.72593,0.03082,0.44742,0.99507,7.5425e-05,7.5425e-05,7.5425e-05
172,722.177,0.80407,0.1581,0.19924,0.46771,0.97537,0.99489,1,0.995,0.76021,0.91199,0.91667,0.9097,0.9097,0.99471,0.73395,0.03035,0.42025,0.95416,7.29275e-05,7.29275e-05,7.29275e-05
173,725.934,0.791,0.11722,0.26969,0.49605,1.00184,0.99489,1,0.995,0.76021,0.91199,0.91667,0.9097,0.9097,0.99471,0.73395,0.03035,0.42025,0.95416,7.043e-05,7.043e-05,7.043e-05
174,729.562,0.86224,0.16974,0.26713,0.50117,1.0208,0.99491,1,0.995,0.73173,0.9119,0.91667,0.91397,0.91397,1.04308,0.76416,0.0273,0.42933,0.97034,6.79325e-05,6.79325e-05,6.79325e-05
175,733.153,0.78014,0.17415,0.2159,0.4501,0.9586,0.99499,1,0.995,0.7241,0.91197,0.91667,0.91483,0.90885,1.00847,0.76243,0.02643,0.42498,0.9586,6.5435e-05,6.5435e-05,6.5435e-05
176,739.029,0.80727,0.13265,0.24422,0.47049,1.04816,0.99499,1,0.995,0.7241,0.91197,0.91667,0.91483,0.90885,1.00847,0.76243,0.02643,0.42498,0.9586,6.29375e-05,6.29375e-05,6.29375e-05
177,744.165,0.83843,0.19411,0.33354,0.47599,1.07959,0.99497,1,0.995,0.71995,0.91206,0.91667,0.91577,0.91577,1.04953,0.77117,0.02663,0.4307,0.97631,6.044e-05,6.044e-05,6.044e-05
178,749.56,0.70287,0.18514,0.21971,0.4243,0.93737,0.99497,1,0.995,0.71995,0.91206,0.91667,0.91577,0.91577,1.04953,0.77117,0.02663,0.4307,0.97631,5.79425e-05,5.79425e-05,5.79425e-05
179,754.566,0.80899,0.23893,0.31909,0.5117,0.94538,0.9951,1,0.995,0.7488,0.91208,0.91667,0.93251,0.93251,0.98506,0.76024,0.0273,0.428,0.95368,5.5445e-05,5.5445e-05,5.5445e-05
180,761.104,0.77564,0.11124,0.31215,0.49151,0.93844,0.99514,1,0.995,0.74264,0.91221,0.91667,0.9172,0.9172,1.02095,0.76558,0.02781,0.43354,0.96653,5.29475e-05,5.29475e-05,5.29475e-05
181,766.123,0.81705,0.12856,0.28369,0.48256,1.01012,0.99514,1,0.995,0.74264,0.91221,0.91667,0.9172,0.9172,1.02095,0.76558,0.02781,0.43354,0.96653,5.045e-05,5.045e-05,5.045e-05
182,775.697,0.79246,0.13645,0.20746,0.43325,0.95295,0.99521,1,0.995,0.73219,0.91219,0.91667,0.89973,0.89398,1.0664,0.78473,0.02779,0.42137,0.98455,4.79525e-05,4.79525e-05,4.79525e-05
183,781.246,0.78327,0.20456,0.28321,0.4837,0.97882,0.99511,1,0.995,0.75021,0.91218,0.91667,0.92387,0.91853,1.0225,0.77644,0.02845,0.41713,0.96374,4.5455e-05,4.5455e-05,4.5455e-05
184,786.712,0.71518,0.22835,0.24867,0.47765,0.91795,0.99511,1,0.995,0.75021,0.91218,0.91667,0.92387,0.91853,1.0225,0.77644,0.02845,0.41713,0.96374,4.29575e-05,4.29575e-05,4.29575e-05
185,792.422,0.65746,0.08439,0.13735,0.38879,0.9141,0.99518,1,0.995,0.76348,0.91225,0.91667,0.92387,0.91853,0.98419,0.7788,0.02787,0.41802,0.94572,4.046e-05,4.046e-05,4.046e-05
186,800.335,0.82891,0.10965,0.28209,0.49482,1.00889,0.99518,1,0.995,0.76348,0.91225,0.91667,0.92387,0.91853,0.98419,0.7788,0.02787,0.41802,0.94572,3.79625e-05,3.79625e-05,3.79625e-05
187,804.222,0.81452,0.16055,0.21689,0.43049,0.96728,0.99512,1,0.995,0.76156,0.9122,0.91667,0.92212,0.91666,1.00262,0.7851,0.02801,0.40788,0.95065,3.5465e-05,3.5465e-05,3.5465e-05
188,808.214,0.80443,0.12863,0.29118,0.48067,1.00726,0.99518,1,0.995,0.75802,0.91225,0.91667,0.9172,0.91181,1.02667,0.77952,0.02788,0.40818,0.96124,3.29675e-05,3.29675e-05,3.29675e-05
189,812.737,0.82086,0.15063,0.2825,0.50038,1.02469,0.99518,1,0.995,0.75802,0.91225,0.91667,0.9172,0.91181,1.02667,0.77952,0.02788,0.40818,0.96124,3.047e-05,3.047e-05,3.047e-05
190,817.384,0.76121,0.17594,0.25427,0.44598,0.94109,0.99517,1,0.995,0.74112,0.91224,0.91667,0.9097,0.90761,1.03555,0.76401,0.02762,0.40549,0.96672,2.79725e-05,2.79725e-05,2.79725e-05
191,899.477,0.67791,0.06199,0.04631,0.36514,0.93308,0.99518,1,0.995,0.74517,0.91225,0.91667,0.91168,0.90545,1.03595,0.74802,0.0276,0.39411,0.96474,2.5475e-05,2.5475e-05,2.5475e-05
192,903.075,0.60169,0.06017,0.05894,0.35434,0.96003,0.99518,1,0.995,0.74517,0.91225,0.91667,0.91168,0.90545,1.03595,0.74802,0.0276,0.39411,0.96474,2.29775e-05,2.29775e-05,2.29775e-05
193,906.472,0.7661,0.12178,0.09023,0.40141,0.99849,0.99518,1,0.995,0.75166,0.91225,0.91667,0.90501,0.90501,1.04048,0.73846,0.0275,0.40632,0.96686,2.048e-05,2.048e-05,2.048e-05
194,909.697,0.5316,0.0569,0.05033,0.34244,0.91157,0.99518,1,0.995,0.75166,0.91225,0.91667,0.90501,0.90501,1.04048,0.73846,0.0275,0.40632,0.96686,1.79825e-05,1.79825e-05,1.79825e-05
195,917.389,0.64848,0.04522,0.03814,0.36968,0.93511,0.99522,1,0.995,0.75898,0.91228,0.91667,0.90303,0.90303,1.03652,0.74092,0.02721,0.40317,0.96607,1.5485e-05,1.5485e-05,1.5485e-05
196,922.456,0.70964,0.04719,0.03305,0.35312,0.9774,0.9952,1,0.995,0.754,0.91227,0.91667,0.89637,0.88973,1.04757,0.73891,0.02688,0.40622,0.9714,1.29875e-05,1.29875e-05,1.29875e-05
197,927.453,0.65793,0.04486,0.04771,0.35111,0.91085,0.9952,1,0.995,0.754,0.91227,0.91667,0.89637,0.88973,1.04757,0.73891,0.02688,0.40622,0.9714,1.049e-05,1.049e-05,1.049e-05
198,932.785,0.63507,0.05004,0.07573,0.33011,0.89159,0.99523,1,0.995,0.75231,0.91229,0.91667,0.89462,0.88786,1.04379,0.73851,0.02678,0.40201,0.97051,7.9925e-06,7.9925e-06,7.9925e-06
199,938.098,0.74245,0.10204,0.06554,0.38908,0.89428,0.99523,1,0.995,0.75599,0.91229,0.91667,0.89462,0.88786,1.04504,0.73843,0.02663,0.39966,0.9709,5.495e-06,5.495e-06,5.495e-06
200,944.025,0.65214,0.06029,0.0626,0.36433,0.93692,0.99523,1,0.995,0.75599,0.91229,0.91667,0.89462,0.88786,1.04504,0.73843,0.02663,0.39966,0.9709,2.9975e-06,2.9975e-06,2.9975e-06
